train_idx,bench_id,bench_query_source,query
116,RLAIF-V-77744,COCO,What is the setting or environment in which the image takes place?
116,RLAIF-V-79294,LCS-558K,What is the setting or environment in which the image takes place?
116,RLHF-V-219,coco,What is the setting or environment in which the image takes place?
116,RLHF-V-223,LCS-558K,What is the setting or environment in which the image takes place?
117,RLAIF-V-41506,sharegpt4v-wikiart,"Give a comprehensive description of this artwork, from its visual elements to its conceptual meaning."
119,RLAIF-V-10899,LCS-558K,What are the main objects or subjects in the image? Please describe them in detail.
119,RLAIF-V-1549,COCO,What are the main objects or subjects in the image? Please describe them in detail.
119,RLAIF-V-16213,COCO,What are the main objects or subjects in the image? Please describe them in detail.
119,RLAIF-V-2775,COCO,What are the main objects or subjects in the image? Please describe them in detail.
119,RLAIF-V-40207,COCO,What are the main objects or subjects in the image? Please describe them in detail.
119,RLAIF-V-76752,COCO,What are the main objects or subjects in the image? Please describe them in detail.
119,RLHF-V-3857,coco,What are the main objects or subjects in the image? Please describe them in detail.
119,RLHF-V-5624,coco,What are the main objects or subjects in the image? Please describe them in detail.
122,RLAIF-V-12608,COCO,Detail the image's components with particular focus on each entity.
122,RLAIF-V-13292,LCS-558K,Detail the image's components with particular focus on each entity.
122,RLAIF-V-1987,COCO,Detail the image's components with particular focus on each entity.
122,RLAIF-V-2163,COCO,Detail the image's components with particular focus on each entity.
122,RLAIF-V-3533,COCO,Detail the image's components with particular focus on each entity.
122,RLAIF-V-42319,LCS-558K,Detail the image's components with particular focus on each entity.
122,RLAIF-V-4904,LCS-558K,Detail the image's components with particular focus on each entity.
122,RLAIF-V-53980,COCO,Detail the image's components with particular focus on each entity.
122,RLAIF-V-60191,COCO,Detail the image's components with particular focus on each entity.
122,RLAIF-V-71738,LCS-558K,Detail the image's components with particular focus on each entity.
122,RLAIF-V-78397,COCO,Detail the image's components with particular focus on each entity.
122,RLAIF-V-82325,COCO,Detail the image's components with particular focus on each entity.
122,RLHF-V-3808,coco,Detail the image's components with particular focus on each entity.
123,RLAIF-V-10273,COCO,Provide an intricate description of every entity in the image.
123,RLAIF-V-15279,COCO,Provide an intricate description of every entity in the image.
123,RLAIF-V-38307,LCS-558K,Provide an intricate description of every entity in the image.
123,RLAIF-V-7260,COCO,Provide an intricate description of every entity in the image.
124,RLAIF-V-10273,COCO,Provide an intricate description of every entity in the image.
124,RLAIF-V-15279,COCO,Provide an intricate description of every entity in the image.
124,RLAIF-V-38307,LCS-558K,Provide an intricate description of every entity in the image.
124,RLAIF-V-7260,COCO,Provide an intricate description of every entity in the image.
127,RLAIF-V-14901,Google-Landmark,"Give a thorough description of the image, focusing on the landmark it shows."
127,RLAIF-V-49459,sharegpt4v-web-landmark,"Give a thorough description of the image, focusing on the landmark it shows."
127,RLAIF-V-82592,sharegpt4v-web-landmark,"Give a thorough description of the image, focusing on the landmark it shows."
129,RLAIF-V-16742,LCS-558K,What are the key features you observe in the image?
129,RLAIF-V-42889,COCO,What are the key features you observe in the image?
129,RLAIF-V-43117,LCS-558K,What are the key features you observe in the image?
129,RLAIF-V-64074,LCS-558K,What are the key features you observe in the image?
129,RLAIF-V-68603,COCO,What are the key features you observe in the image?
129,RLHF-V-3862,coco,What are the key features you observe in the image?
130,RLAIF-V-1872,COCO,Explain the elements of the image with thorough attention to detail.
130,RLAIF-V-21465,COCO,Explain the elements of the image with thorough attention to detail.
130,RLAIF-V-25866,COCO,Explain the elements of the image with thorough attention to detail.
130,RLAIF-V-70363,LCS-558K,Explain the elements of the image with thorough attention to detail.
130,RLHF-V-4161,coco,Explain the elements of the image with thorough attention to detail.
133,RLAIF-V-12088,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
133,RLAIF-V-1808,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
133,RLAIF-V-42472,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
133,RLAIF-V-5903,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
134,RLAIF-V-41395,LCS-558K,Identify and describe each object in the image in detail.
134,RLAIF-V-64437,COCO,Identify and describe each object in the image in detail.
134,RLAIF-V-69811,COCO,Identify and describe each object in the image in detail.
134,RLAIF-V-74768,COCO,Identify and describe each object in the image in detail.
134,RLAIF-V-81903,COCO,Identify and describe each object in the image in detail.
135,RLAIF-V-1169,LCS-558K,Describe the key features of the image in great detail.
135,RLAIF-V-2500,COCO,Describe the key features of the image in great detail.
135,RLAIF-V-63676,COCO,Describe the key features of the image in great detail.
135,RLAIF-V-66585,COCO,Describe the key features of the image in great detail.
135,RLAIF-V-72724,COCO,Describe the key features of the image in great detail.
135,RLAIF-V-75935,COCO,Describe the key features of the image in great detail.
135,RLHF-V-2552,coco,Describe the key features of the image in great detail.
135,RLHF-V-2563,coco,Describe the key features of the image in great detail.
135,RLHF-V-5176,coco,Describe the key features of the image in great detail.
136,RLAIF-V-10273,COCO,Provide an intricate description of every entity in the image.
136,RLAIF-V-15279,COCO,Provide an intricate description of every entity in the image.
136,RLAIF-V-38307,LCS-558K,Provide an intricate description of every entity in the image.
136,RLAIF-V-7260,COCO,Provide an intricate description of every entity in the image.
137,RLAIF-V-3983,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
137,RLAIF-V-44447,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
137,RLAIF-V-75270,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
137,RLAIF-V-75438,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
137,RLAIF-V-76386,LCS-558K,"Tell me what catches your eye in the image, and describe those elements in depth."
137,RLAIF-V-79331,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
137,RLAIF-V-8914,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
137,RLAIF-V-9371,LCS-558K,"Tell me what catches your eye in the image, and describe those elements in depth."
137,RLHF-V-4271,coco,"Tell me what catches your eye in the image, and describe those elements in depth."
138,RLAIF-V-39736,COCO,Explain the image's various components in depth.
138,RLHF-V-3957,coco,Explain the image's various components in depth.
139,RLAIF-V-10273,COCO,Provide an intricate description of every entity in the image.
139,RLAIF-V-15279,COCO,Provide an intricate description of every entity in the image.
139,RLAIF-V-38307,LCS-558K,Provide an intricate description of every entity in the image.
139,RLAIF-V-7260,COCO,Provide an intricate description of every entity in the image.
140,RLAIF-V-14,COCO,Convey the specifics of the image with meticulous attention to detail.
140,RLAIF-V-23935,COCO,Convey the specifics of the image with meticulous attention to detail.
140,RLAIF-V-48127,COCO,Convey the specifics of the image with meticulous attention to detail.
140,RLAIF-V-62304,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
140,RLAIF-V-66179,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
140,RLAIF-V-68618,COCO,Convey the specifics of the image with meticulous attention to detail.
140,RLAIF-V-7945,COCO,Convey the specifics of the image with meticulous attention to detail.
140,RLAIF-V-79584,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
140,RLAIF-V-8497,COCO,Convey the specifics of the image with meticulous attention to detail.
140,RLAIF-V-9480,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
141,RLAIF-V-3983,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
141,RLAIF-V-44447,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
141,RLAIF-V-75270,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
141,RLAIF-V-75438,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
141,RLAIF-V-76386,LCS-558K,"Tell me what catches your eye in the image, and describe those elements in depth."
141,RLAIF-V-79331,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
141,RLAIF-V-8914,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
141,RLAIF-V-9371,LCS-558K,"Tell me what catches your eye in the image, and describe those elements in depth."
141,RLHF-V-4271,coco,"Tell me what catches your eye in the image, and describe those elements in depth."
142,RLAIF-V-1169,LCS-558K,Describe the key features of the image in great detail.
142,RLAIF-V-2500,COCO,Describe the key features of the image in great detail.
142,RLAIF-V-63676,COCO,Describe the key features of the image in great detail.
142,RLAIF-V-66585,COCO,Describe the key features of the image in great detail.
142,RLAIF-V-72724,COCO,Describe the key features of the image in great detail.
